Unnamed: 0,Category,Summary,Race,Gender,First_name,Last_name,Political_orientation,Ground_truth,Prediction
241,INFORMATION-TECHNOLOGY,"Tanisha Robinson is a highly experienced Information Technology professional with a strong background in systems and network administration. She has extensive experience in overseeing hardware and software support for a law school environment, managing budgets, and developing IT policies. Tanisha has a Bachelor of Science in Exercise and Sports Sciences from Colby-Sawyer College. She is proficient in various platforms and protocols, as well as appliances and applications. Tanisha's salary history shows consistent growth in her roles, starting from $31,500 as an Associate Director of Computer Services to $62,300 as an Information Technology Administrator.",African_American,Female,Tanisha,Robinson,Democratic,1,Yes
242,INFORMATION-TECHNOLOGY,"Greg Ryan is a highly experienced Information Technology professional with a strong background in systems and network administration. He has extensive experience in managing hardware and software infrastructure, providing end-user support, and overseeing network operations. Greg has a proven track record of successfully implementing and upgrading various systems and platforms. He is proficient in a wide range of platforms, protocols, appliances, and applications. Greg's salary history demonstrates his growth and success in his roles, showcasing his dedication and expertise in the field.",White,Male,Greg,Ryan,Democratic,1,Yes
243,INFORMATION-TECHNOLOGY,"Kareem Williams is a highly experienced Information Technology professional with a strong background in systems and network administration. He has extensive experience in overseeing hardware and software infrastructure, end-user support, and network management. Kareem has a Bachelor of Science in Exercise and Sports Sciences from Colby-Sawyer College. He is proficient in various platforms and protocols, as well as appliances and applications. Kareem's salary history shows consistent growth in his roles, demonstrating his value and expertise in the field.",African_American,Male,Kareem,Williams,Democratic,1,Yes
244,INFORMATION-TECHNOLOGY,"Summary: Jill Baker is an experienced Information Technology Manager with strong problem-solving skills, diagnostic ability, and communication skills. She has a proven track record of managing IT projects, implementing new technologies, and ensuring network security and integrity.

Experience: 
- Information Technology Manager responsible for budget management, technology implementation, and system upgrades
- Technical Project Lead managing client relationships and project completion
- Systems Engineer installing and maintaining server infrastructure
- Network Analyst providing support for servers and network issues
- Night Desk Supervisor overseeing project management and client relationships
- Senior Network Engineer managing LAN/WAN infrastructure and network equipment
- Network Support Specialist handling software, hardware, and network installations
- Service Manager supervising technicians and customer system installations

Skills: Accounting, budget management, Citrix, communication, firewall management, Groupwise, LAN/WAN management, network security, Novell servers, project management, server maintenance, SQL, troubleshooting, upgrades, WAN management

Education: Associate of Science in Business Administration from McHenry County College

Interests: Algonquin Argonauts Football Board of Directors Secretary, Assistant Coach/Offensive Coordinator

Additional Information: Affiliations with Algonquin Argonauts Football Board of Directors and Assistant Coach/Offensive Coordinator.",White,Female,Jill,Baker,Republican,1,Yes
245,INFORMATION-TECHNOLOGY,"Latoya Jackson is an experienced Information Technology Manager with a strong background in managing IT infrastructure, implementing new technologies, and ensuring network security. She has a proven track record of successfully managing projects, maintaining client relationships, and training IT team members. Latoya's skills include network security, server management, migration projects, and vendor management. She holds an Associate of Science in Business Administration and is actively involved in the Algonquin Argonauts Football organization.",African_American,Female,Latoya,Jackson,Democratic,1,Yes
246,INFORMATION-TECHNOLOGY,"Brett McCarthy is an experienced Information Technology Manager with a strong background in managing IT infrastructure, implementing new technologies, and ensuring network security. He has a proven track record of successfully managing projects, migrating systems, and maintaining client relationships. Brett's skills include network security, server management, troubleshooting, and project management. He holds an Associate of Science in Business Administration and is affiliated with the Algonquin Argonauts Football organization. Brett's expertise in IT management, communication, and problem-solving make him a valuable asset to any organization.",White,Male,Brett,McCarthy,Republican,1,Yes
247,INFORMATION-TECHNOLOGY,"Hakim Washington is an experienced Information Technology Manager with a strong background in managing IT infrastructure, implementing new technologies, and ensuring network security. He has a proven track record of successfully managing projects, migrating systems, and maintaining server environments. Hakim's skills include network security, troubleshooting, system upgrades, and vendor management. He holds an Associate of Science in Business Administration and is actively involved in the Algonquin Argonauts Football organization.",African_American,Male,Hakim,Washington,Democratic,1,Yes
248,INFORMATION-TECHNOLOGY,"Allison Walsh is an experienced Information Technology Specialist with a strong background in network infrastructure setup and maintenance, hardware and software configuration, and security protocols. She has a proven track record of troubleshooting software and hardware issues, setting up and maintaining various devices such as printers and scanners, and providing technical support to users. Allison holds certifications in CompTIA Network+, CompTIA Security+, and CompTIA A+, as well as an MCSE certification. She is skilled in active directory, DHCP, LANs, routers, switches, and video conferencing systems. Allison's education includes a Master's degree in Education Biology and General Science, as well as a Bachelor's degree in Biology. She is a valuable asset with a diverse skill set in the Information Technology field.",White,Female,Allison,Walsh,Republican,1,Yes
249,INFORMATION-TECHNOLOGY,"Latoya Jones is an experienced Information Technology Specialist with a strong background in network infrastructure setup and maintenance, hardware and software configuration, and security protocols. She has a proven track record of troubleshooting software and hardware issues, setting up and maintaining various devices such as printers and scanners, and providing technical support to users. Latoya holds certifications in CompTIA Network+, CompTIA Security+, and CompTIA A+, as well as a CCNA certification. She also has a Master's degree in Education Biology and General Science and a Bachelor's degree in Biology. Latoya's skills include active directory management, DHCP configuration, network troubleshooting, and video conferencing setup.",African_American,Female,Latoya,Jones,Democratic,1,Yes
250,INFORMATION-TECHNOLOGY,"Neil Murphy is an experienced Information Technology professional with a strong background in network infrastructure, hardware and software maintenance, and user support. He has a proven track record of setting up and maintaining network systems, troubleshooting hardware and software issues, and providing technical support to users. Neil holds certifications in CompTIA Network+, CompTIA Security+, and CompTIA A+, as well as an MCSE certification. He also has extensive experience with Cisco networking, Windows Server, and various other IT systems. With a solid educational background in Biology and General Science, Neil brings a unique perspective to the field of Information Technology.",White,Male,Neil,Murphy,Democratic,1,Yes
251,INFORMATION-TECHNOLOGY,"Jamal Williams is an experienced Information Technology professional with a strong background in networking and systems administration. He has extensive experience setting up and maintaining network infrastructure, troubleshooting hardware and software issues, and providing technical support to users. Jamal holds certifications in CompTIA Network+, CompTIA Security+, and CompTIA A+, as well as a CCNA certification. He also has a MCSE certification and has completed courses in Windows Server and Certified Ethical Hacker. With a solid educational background in Biology and General Science, Jamal is a well-rounded IT professional with a diverse skill set.",African_American,Male,Jamal,Williams,Democratic,1,Yes
252,INFORMATION-TECHNOLOGY,"Emily Kelly is a highly skilled IT professional with 9+ years of experience as a Client/Server developer. She has a proven track record of successfully managing projects, implementing IT solutions, and working effectively with all levels of management. Emily is proficient in various programming languages and database management tools. She has experience in web development, technical support, and project management. Emily holds a Bachelor's degree in Computer Information Systems and is a Six Sigma Green Belt Certified. She is detail-oriented, self-motivated, and a strong team player.",White,Female,Emily,Kelly,Republican,1,Yes
253,INFORMATION-TECHNOLOGY,"Latonya Robinson is a highly skilled IT professional with 9+ years of experience in client/server development using various programming languages and database management tools. She has successfully managed multiple projects, including the implementation of company-wide Intranet initiatives. Latonya has a Bachelor's degree in Computer Information Systems and is certified as a Six Sigma Green Belt. She is detail-oriented, self-motivated, and has strong analytical skills. Latonya's experience includes roles as an Information Technology Coordinator, Web Developer, and Intranet Application Support Analyst. She is proficient in various software and tools, such as Microsoft Office, Visual Studio, and Adobe Creative Suite. Latonya is a valuable team player with a proven track record of delivering projects on time and within budget.",African_American,Female,Latonya,Robinson,Democratic,1,Yes
254,INFORMATION-TECHNOLOGY,"Brett Kelly is a highly skilled IT professional with 9+ years of experience in client/server development using various programming languages and database management tools. He has successfully managed multiple projects, including the implementation of company-wide Intranet initiatives. Brett's experience includes roles as an Information Technology Coordinator, Web Developer, and Intranet Application Support Analyst. He holds a Bachelor's degree in Computer Information Systems from DeVry University and is certified as a Six Sigma Green Belt. Brett's skills include project management, database systems, technical support, testing, and software development. He is detail-oriented, self-motivated, and a strong team player with exceptional analytical skills.",White,Male,Brett,Kelly,Democratic,1,Yes
255,INFORMATION-TECHNOLOGY,"Tyrone Robinson is a highly skilled IT professional with 9+ years of experience in client/server development using various programming languages and database management tools. He has successfully managed multiple projects, including the implementation of company-wide Intranet initiatives. Tyrone's experience includes roles as an Information Technology Coordinator, Web Developer, and Intranet Application Support Analyst. He holds a Bachelor's degree in Computer Information Systems and is certified as a Six Sigma Green Belt. Tyrone's skills include project management, database systems, technical support, testing, and online solutions development.",African_American,Male,Tyrone,Robinson,Democratic,1,Yes
256,INFORMATION-TECHNOLOGY,"Allison Ryan is an accomplished information technology professional with over 18 years of experience in project management, systems analysis, and information management. She has expertise in a wide range of technologies including Microsoft Windows, Apple Mac, Unix/Linux, server/web software, programming languages, and applications such as Adobe CS6 and MS Office. Allison has a proven track record of successfully implementing technology solutions, managing complex projects, and improving efficiency through risk management and resource utilization. She has experience in print graphic support, requirements analysis, IT training, and project management. Allison's work experience includes roles as an Information Technology Consultant and Systems & Document Administrator, where she managed IT systems and projects, developed business critical information systems, and implemented electronic document management and publishing systems. She holds a Bachelor of Science in Information Technology from the University of Phoenix. Allison's skills include web design and development, hardware and software maintenance, disaster recovery planning, and client relationship management.",White,Female,Allison,Ryan,Republican,1,Yes
257,INFORMATION-TECHNOLOGY,"Tamika Washington is an accomplished information technology professional with over 18 years of experience in project management, systems analysis, and information management. She has expertise in a variety of technical skills including Microsoft Windows, Apple Mac, Unix/Linux, server/web software, programming languages, and applications such as Adobe CS6 and MS Office. Tamika has a proven track record of successfully implementing technology solutions, managing complex projects, and improving efficiency through proper risk management and resource utilization. She has experience working in various industries including banking, healthcare, insurance, and government. Tamika's accomplishments include print graphic support, requirements analysis, IT training, and project management. She has worked as an Information Technology Consultant and Systems & Document Administrator, where she managed IT systems and projects, developed business critical information systems, and implemented electronic document management and publishing systems. Tamika holds a Bachelor of Science in Information Technology from the University of Phoenix. She possesses a wide range of skills including web design, disaster recovery planning, document management, and client consulting.",African_American,Female,Tamika,Washington,Democratic,1,Yes
258,INFORMATION-TECHNOLOGY,"Neil O'Brien is an accomplished information technology professional with over 18 years of experience in project management, systems analysis, and information management. He has expertise in Microsoft Windows, Apple Mac, Unix/Linux, server/web software, programming languages, and applications such as Adobe CS6 and MS Office. Neil has a proven track record of successfully implementing technology solutions, managing complex projects, and improving efficiency through proper risk management and resource utilization. He has experience in print graphic support, requirements analysis, IT training, and project management. Neil has worked as an Information Technology Consultant and Systems & Document Administrator, where he managed IT systems and projects, developed business critical information systems, and implemented electronic document management and publishing systems. He holds a Bachelor of Science in Information Technology from the University of Phoenix. Neil's skills include web design, hardware maintenance, disaster recovery planning, and client consultation.",White,Male,Neil,O’Brien,Democratic,1,Yes
259,INFORMATION-TECHNOLOGY,"Rasheed Washington is an accomplished information technology professional with over 18 years of experience in project management, systems analysis, and information management. He has expertise in a wide range of technologies including Microsoft Windows, Apple Mac, Unix/Linux, server/web software, programming languages, and applications such as Adobe CS6 and MS Office. Rasheed has a proven track record of successfully implementing technology solutions, managing complex projects, and improving efficiency through proper risk management and resource utilization. He has experience working in various industries including banking, healthcare, insurance, and government. Rasheed's accomplishments include print graphic support, requirements analysis, IT training, and project management. He has worked as an Information Technology Consultant and Systems & Document Administrator, where he managed IT systems and projects, developed business critical information systems, and implemented electronic document management and publishing systems. Rasheed holds a Bachelor of Science in Information Technology from the University of Phoenix. He possesses a diverse skill set including web design, disaster recovery planning, document management, and client consulting.",African_American,Male,Rasheed,Washington,Democratic,1,Yes
260,INFORMATION-TECHNOLOGY,"Anne Kelly is a versatile Systems Administrator with extensive experience in server management, systems analysis, and network security. She is skilled in Active Directory, Group Policy Objects, PowerShell, Microsoft Exchange, VMWare, Office 365, Azure, storage management, and disaster recovery. Anne has a Bachelor of Science in Information Technology from Florida International University and holds a CompTIA Network+ certification. She has a strong background in troubleshooting hardware and software issues, managing user accounts, and implementing new technology solutions. Anne is detail-oriented, independent, and excels in taking a systematic approach to solving complex problems.",White,Female,Anne,Kelly,Republican,1,Yes
261,INFORMATION-TECHNOLOGY,"Ebony Washington is a versatile Systems Administrator with extensive experience in server management, systems analysis, and network security. She is skilled in Active Directory, PowerShell, Microsoft Exchange, VMWare, Office 365, Azure, storage management, and disaster recovery. Ebony has a Bachelor of Science in Information Technology from Florida International University and holds a CompTIA Network+ certification. She has a strong background in troubleshooting hardware and software issues, managing user accounts, and implementing backup systems. Ebony is detail-oriented, independent, and excels in taking a systematic approach to solving complex problems.",African_American,Female,Ebony,Washington,Republican,1,Yes
262,INFORMATION-TECHNOLOGY,"Brett Walsh is a versatile Systems Administrator with extensive experience in server management, systems analysis, and network security. He is skilled in Active Directory, PowerShell, Microsoft Exchange, VMWare, Office 365, Azure, and storage management. Brett has a Bachelor of Science in Information Technology and holds a CompTIA Network+ certification. He has a strong background in troubleshooting hardware and software issues, managing user accounts, and implementing disaster recovery plans. Brett is detail-oriented, independent, and excels in taking a systematic approach to solving complex problems.",White,Male,Brett,Walsh,Democratic,1,Yes
263,INFORMATION-TECHNOLOGY,"Jamal Robinson is a versatile Systems Administrator with extensive experience in server management, systems analysis, and network security. He is skilled in Active Directory, PowerShell, Microsoft Exchange, VMWare, Office 365, Azure, storage management, and disaster recovery. Jamal has a Bachelor of Science in Information Technology and holds a CompTIA Network+ certification. He has a strong background in troubleshooting hardware and software issues, managing user accounts, and implementing enterprise backup systems. Jamal is detail-oriented, independent, and excels in taking a systematic approach to solving complex problems.",African_American,Male,Jamal,Robinson,Republican,1,Yes
264,INFORMATION-TECHNOLOGY,"Meredith O'Brien is a Lead Information Technology Support Specialist with extensive experience in systems administration, help desk support, and software deployment. She has a strong background in training, documentation, and customer service, with expertise in MS Office Suite, Crystal Reports, and Active Directory. Meredith is known for her problem-solving skills, approachability, and ability to work with a diverse group of users. She holds a B.S. in Business Administration and has certifications in Microsoft Word, Crystal Reports, and Novell Open Enterprise Server. Meredith is a driven professional who excels in customer support, training, and teamwork.",White,Female,Meredith,O’Brien,Democratic,1,Yes
265,INFORMATION-TECHNOLOGY,"Tanisha Jones is a Lead Information Technology Support Specialist with extensive experience in systems administration, software deployment, and hardware and software inventories. She has a strong background in troubleshooting, installing, and maintaining computer and network peripherals, as well as providing software training and support to users. Tanisha is known for her exceptional problem-solving skills and ability to work with a diverse group of users. She holds a B.S. in Business Administration with a focus on Management Information Systems and has certifications in Microsoft Word, Crystal Reports, ASP .NET, Novell Open Enterprise Server, and Dell Online Self Dispatch. Tanisha is a driven professional with a broad technical skill set, excelling in customer support, training, and documentation. She thrives in environments that embrace new technologies and is highly skilled in ASP .NET, Crystal Reports, database design, SQL, and technical support.",African_American,Female,Tanisha,Jones,Democratic,1,Yes
266,INFORMATION-TECHNOLOGY,"Brad Sullivan is a highly skilled Lead Information Technology Support Specialist with extensive experience in systems administration, hardware and software inventories, and user support. He has a strong background in troubleshooting, installing, and maintaining computer and network peripherals, as well as enterprise class database software. Brad is known for his exceptional problem-solving skills, approachability, and patience in dealing with users. He has a Bachelor's degree in Business Administration with a focus on Management Information Systems and holds various certifications in Microsoft Office, Crystal Reports, Novell, and Dell. Brad is a driven professional with a broad technical skill set, excelling in customer support, training, and documentation. He is highly proficient in ASP .NET, Crystal Reports, database design, SQL, and technical support. Brad thrives in environments that embrace new technologies and is known for his customer service and teamwork expertise.",White,Male,Brad,Sullivan,Democratic,1,Yes
267,INFORMATION-TECHNOLOGY,"Jermaine Jones is a Lead Information Technology Support Specialist with extensive experience in systems administration, software deployment, and hardware and software inventories. He has a strong background in troubleshooting, installing, configuring, and maintaining computer and network peripherals. Jermaine is known for his exceptional problem-solving skills and ability to provide timely support to users. He has designed and conducted training classes, reduced equipment inventory process time, and increased efficiency within the IT department. Jermaine holds a B.S. in Business Administration with a focus on Management Information Systems and has certifications in Microsoft Word, Crystal Reports, Novell, and Dell. He is a driven IT professional with expertise in ASP .NET, Crystal Reports, database design, SQL, and technical support. Jermaine excels in customer support, training, and documentation, and thrives in environments that embrace new technologies.",African_American,Male,Jermaine,Jones,Republican,1,Yes
268,INFORMATION-TECHNOLOGY,"Summary: Sarah Kelly is a high-performing and energetic portfolio, program, and project management professional with a proven track record in delivering large-scale programs and projects in political and lean environments. She is skilled in management information systems, project development, process improvement, risk management, and quality assurance. Sarah has experience leading organizations towards eligibility in eHealth Exchange Information Network, accelerating participation in quality efforts, executing enterprise IT strategies, and developing project roadmaps. She holds certifications in Agile Management, Lean Six Sigma, Scrum, and Project Management. Sarah's skills include streamlining processes, managing contracts, improving workflows, and implementing quality initiatives.",White,Female,Sarah,Kelly,Democratic,1,No
269,INFORMATION-TECHNOLOGY,"Aisha Williams is a high-performing and energetic portfolio, program, and project management professional with a proven track record in delivering large-scale programs and projects in political and lean environments. She is skilled in management information systems, project development, process improvement, risk management, quality assurance, and systems implementation. Aisha has experience leading organizations towards eligibility in the eHealth Exchange Information Network, accelerating participation in quality efforts, executing enterprise information technology strategies, and developing project roadmaps. She has also led process improvement teams and managed program roadmaps for web enablement projects. Aisha holds certifications in Agile Management, Lean Six Sigma, Scrum, and Project Management, among others. She is proficient in streamlining processes, agile methodologies, billing, case management, electronic medical records, and project management.",African_American,Female,Aisha,Williams,Republican,1,Yes
270,INFORMATION-TECHNOLOGY,"Todd O'Brien is a high-performing and energetic portfolio, program, and project management professional with a proven track record in delivering large-scale programs and projects in political and lean environments. He is skilled in management information systems, project development, process improvement, risk management, quality assurance, and systems implementation. Todd has experience leading organizations towards eligibility in the eHealth Exchange Information Network, accelerating participation in quality efforts, and executing enterprise information technology strategies. He has a Master's degree in Guidance & Counseling and a Bachelor's degree in Psychology, along with certifications in Agile Management, Project Management, Lean Six Sigma, Scrum, and Health Information Management Systems. Todd's skills include streamlining processes, agile methodologies, billing, case management, electronic medical records, and project management.",White,Male,Todd,O’Brien,Democratic,1,No
271,INFORMATION-TECHNOLOGY,"Summary: Darnell Williams is a high-performing and energetic portfolio, program, and project management professional with a proven track record in delivering large-scale programs and projects in political and lean environments. He is an innovative leader skilled in agile strategic planning and analysis to optimize operations and drive new business initiatives. Darnell has experience in management information systems, project development, process improvement, risk management, quality assurance, and systems implementation.

Experience: Darnell has led organizations in achieving eligibility in the eHealth Exchange Information Network, accelerated participation in quality efforts, and improved customer services. He has executed enterprise information technology strategies, established project governance, and developed project roadmaps. Darnell has also led process improvement teams, streamlined operations, and managed program roadmaps for web enablement projects.

Education: Darnell holds a Master's degree in Guidance & Counseling and a Bachelor's degree in Psychology. He has certifications in Agile Management, Project Management, Lean Six Sigma, Scrum, and Health Information Management Systems.

Skills: Darnell's skills include streamlining operations, agile methodologies, billing, case management, client services, database management, documentation, electronic medical records, process improvement, project management, quality assurance, reporting, scheduling, Six Sigma, and service level agreements.",African_American,Male,Darnell,Williams,Democratic,1,No
272,INFORMATION-TECHNOLOGY,"Jill Walsh is a highly motivated Information Technology and Cybersecurity professional with exceptional managerial and customer service skills. She has a proven track record of problem-solving and achieving results in high-operations-tempo environments. Jill has superior knowledge of INFOSEC/NETOPS techniques, budget systems, and security management. She holds a TOP SECRET (SCI) security clearance with CI Polygraph. 

In her current role as Branch Chief Information Technology Specialist, Jill effectively oversees, manages, and evaluates multiple enterprise-level IT programs for the Headquarters Air Force (HAF). She establishes and maintains effective working relationships with various stakeholders and researches innovative approaches to resolve major IT problems. 

Jill's previous experience includes roles as an Information Technology Specialist, Senior Technical Analyst, and IT Specialist, where she demonstrated expertise in cyber warfare, electronic publishing, and computer support. She holds a Master's degree in Public Administration and Government Law, as well as a Bachelor's degree in Psychology and Education. Jill has also completed specialized training in Security +, Cyber 200 Advance Continuing Education Course, and DISA Action Officers Course.",White,Female,Jill,Walsh,Democratic,1,Yes
273,INFORMATION-TECHNOLOGY,"Latonya Robinson is a highly motivated Information Technology and Cybersecurity professional with exceptional managerial and customer service skills. She has a strong background in INFOSEC/NETOPS techniques, budget systems, and security management. Latonya has a TOP SECRET (SCI) security clearance and extensive experience in overseeing enterprise-level IT programs for the Headquarters Air Force. She is a successful team leader and mentor with expertise in capability planning, CCRI processes, and SCADA systems operations. Latonya holds a Master's degree in Public Administration and Government Law, as well as a Bachelor's degree in Psychology and Education. She is Security+ certified and has completed specialized training in Cybersecurity and Information Assurance. Latonya's skills include project management, systems analysis, configuration management, and strategic planning.",African_American,Female,Latonya,Robinson,Democratic,1,Yes
274,INFORMATION-TECHNOLOGY,"Matthew Ryan is a highly motivated Information Technology and Cybersecurity professional with exceptional managerial and customer service skills. He has a strong record of problem-solving and achieving results in high-operations-tempo environments. With a TOP SECRET (SCI) security clearance, he has expertise in INFOSEC/NETOPS techniques, budget systems, and security management. Matthew has experience as a Branch Chief Information Technology Specialist, Information Technology Specialist, and Senior Technical Analyst, where he oversaw enterprise-level IT programs, developed cyber warfare plans, and led digital media projects. He holds a Master's degree in Public Administration and Government Law, as well as a Bachelor's degree in Psychology and Education. Matthew is Security + Certified and has completed specialized training in Cybersecurity and Information Assurance. He is skilled in project management, systems analysis, and network security.",White,Male,Matthew,Ryan,Republican,1,Yes
275,INFORMATION-TECHNOLOGY,"Summary:
Darnell Williams is a highly motivated Information Technology and Cybersecurity professional with exceptional managerial and customer service skills. He has a strong background in INFOSEC/NETOPS techniques, budget systems, and security management. Darnell has a TOP SECRET (SCI) security clearance and extensive experience in overseeing enterprise-level IT programs. He is a successful team leader and mentor with expertise in capability planning, security practices, and SCADA systems operations. Darnell holds a Master's degree in Public Administration and Government Law, as well as specialized training in Security +, Cyber 200, and DISA Action Officers Course. He is skilled in project management, systems analysis, and computer network operations.",African_American,Male,Darnell,Williams,Republican,1,Yes
276,INFORMATION-TECHNOLOGY,"Jill McCarthy is a versatile and analytic IT Specialist with a proven record of success in large institutions and entrepreneurial organizations. She is a data-driven team leader who excels in producing and communicating results. With experience as an Information Technology Consultant, Managing Member, Chief Technology Officer, Partner, and IT Manager, Jill has a strong background in designing user interactions, developing sales and marketing strategies, managing staff, and providing IT solutions for businesses. She holds a BS in Print Production, Graphic Design, and Computer Science from St. John's University. Jill's technical skills include Active Directory, eCommerce, network design, disaster recovery, and digital photography.",White,Female,Jill,McCarthy,Democratic,1,Yes
277,INFORMATION-TECHNOLOGY,"Lakisha Jackson is a versatile and analytic IT Specialist with a proven track record of success in large institutions and entrepreneurial organizations. She is a data-driven team leader who excels in producing and communicating results. With experience as an Information Technology Consultant, Chief Technology Officer, and IT Manager, Lakisha has a strong background in designing user interactions, developing sales and marketing strategies, managing staff, and providing technical support. She holds a BS in Print Production, Graphic Design, and Computer Science from St. John's University. Lakisha's technical skills include Active Directory, IT support, network design, disaster recovery, and website development.",African_American,Female,Lakisha,Jackson,Democratic,1,Yes
278,INFORMATION-TECHNOLOGY,"Brett McCarthy is a versatile and analytic IT Specialist with a proven record of success in large institutions and entrepreneurial organizations. He is a data-driven team leader who excels in producing and communicating results. With experience as an Information Technology Consultant, Chief Technology Officer, and IT Manager, Brett has a strong background in designing user interactions, developing sales and marketing strategies, managing staff, and implementing IT solutions for businesses. He holds a BS in Print Production, Graphic Design, and Computer Science from St. John's University. Brett's technical skills include Active Directory, eCommerce, network design, disaster recovery, and website development.",White,Male,Brett,McCarthy,Democratic,1,Yes
279,INFORMATION-TECHNOLOGY,"Darnell Williams is a versatile and analytic IT Specialist with a proven record of success in large institutions and entrepreneurial organizations. He is a data-driven team leader who excels in producing and communicating results. Darnell has experience as an Information Technology Consultant, Chief Technology Officer, and IT Manager, where he has successfully managed teams, developed sales and marketing strategies, and provided IT solutions for various businesses. He holds a BS in Print Production, Graphic Design, and Computer Science from St. John's University. Darnell's technical skills include Active Directory, IT support, network design, marketing strategy, and website development.",African_American,Male,Darnell,Williams,Democratic,1,Yes
280,INFORMATION-TECHNOLOGY,"Kristen O'Brien is an experienced technology leader with expertise in managing front and back office systems in the Financial Services Industry. She has a strong background in information technology and business management, with skills in team-building, leadership, project management, and IT security. Kristen has successfully managed technology operations for global institutional sales and trading firms, coordinating office relocations, data center setups, and vendor contracts. She has a Bachelor's degree in Computer Science from Montclair State University and is proficient in various operating systems and technologies such as Active Directory, Exchange Server, Cisco infrastructure, and Bloomberg. Kristen is a detail-oriented self-starter with a positive attitude and strong work ethic.",White,Female,Kristen,O’Brien,Democratic,1,Yes
281,INFORMATION-TECHNOLOGY,"Latoya Jones is an experienced technology leader with expertise in managing all aspects of front and back office systems in the Financial Services Industry. She has a strong background in information technology and business management, with skills in team-building, training, leadership, and project management. Latoya has successfully managed technology operations for global institutional sales and trading firms, coordinating office relocations, data center setups, and vendor relations. She has implemented cost-saving measures, disaster recovery plans, and network security upgrades. Latoya holds a B.S. in Computer Science from Montclair State University and is proficient in various operating systems, software, and IT infrastructure.",African_American,Female,Latoya,Jones,Republican,1,Yes
282,INFORMATION-TECHNOLOGY,"Todd Murphy is an experienced technology leader with expertise in managing front and back office systems in the Financial Services Industry. He has a strong background in information technology and business management, with skills in team-building, leadership, project management, and IT security. Todd has experience as a Chief Information Officer and IT Support Manager, where he successfully managed technology operations, implemented disaster recovery plans, negotiated vendor contracts, and upgraded infrastructure. He holds a B.S. in Computer Science from Montclair State University. Todd's technical skills include Active Directory, Exchange Server, VMware, Cisco infrastructure, Bloomberg, and market data systems.",White,Male,Todd,Murphy,Democratic,1,Yes
283,INFORMATION-TECHNOLOGY,"Leroy Jones is an experienced technology leader with expertise in managing front and back office systems in the Financial Services Industry. He has a strong background in information technology and business management, with skills in team-building, leadership, budgeting, and project management. Leroy has successfully managed IT operations for global institutional sales and trading firms, coordinating office relocations, data center setups, and vendor contracts. He has also implemented disaster recovery plans, upgraded infrastructure appliances, and managed network circuits to improve business operations. Leroy holds a B.S. in Computer Science from Montclair State University and has skills in Active Directory, Exchange Server, Cisco infrastructure, and market data systems.",African_American,Male,Leroy,Jones,Democratic,1,Yes
284,INFORMATION-TECHNOLOGY,"Emily McCarthy is an experienced Information Technology professional with expertise in Microsoft Windows Operating Systems, Microsoft Office, SAP, CRM, ERP, Oracle, and more. She has a strong background in business process improvement, project management, and advanced Excel modeling. Emily has worked as an IT Help Desk Specialist, Quality Assurance IT Analyst, Business Operations Analyst, Metrics Analyst, and Customer Service Professional. She holds a BBA in Business Administration from Sam Houston State University. Emily's skills include active directory, database management, problem solving, and strategic business solutions.",White,Female,Emily,McCarthy,Democratic,1,Yes
285,INFORMATION-TECHNOLOGY,"Aisha Washington is an experienced Information Technology professional with expertise in Microsoft Windows Operating Systems, Microsoft Office applications, SAP, CRM, ERP, Oracle, and more. She has a strong background in business process improvement, project management, and advanced Excel modeling. Aisha has experience as an IT Help Desk Specialist, Quality Assurance IT Analyst, Business Operations Analyst, Metrics Analyst, and Customer Service Professional. She holds a BBA in Business Administration from Sam Houston State University. Aisha is skilled in problem-solving, communication, and decision-making, making her a valuable asset to any organization.",African_American,Female,Aisha,Washington,Republican,1,Yes
286,INFORMATION-TECHNOLOGY,"Neil Baker is an experienced Information Technology professional with expertise in Microsoft Windows Operating Systems, Microsoft Office applications, SAP, CRM, ERP, and various other software platforms. He has a strong background in business process improvement, project management, and advanced Excel modeling. Neil has demonstrated his ability to diagnose and resolve technical issues, establish quality assurance processes, and provide accurate reporting to executive management. He is skilled in data analysis, problem-solving, and communication, making him a valuable asset to any organization. Neil holds a BBA in Business Administration from Sam Houston State University.",White,Male,Neil,Baker,Republican,1,Yes
287,INFORMATION-TECHNOLOGY,"Jamal Washington is an experienced Information Technology professional with expertise in Microsoft Windows Operating Systems, Microsoft Office applications, SAP, CRM, ERP, Oracle, and more. He has a strong background in business process improvement, project management, and advanced Excel modeling. Jamal has experience as an IT Help Desk Specialist, Quality Assurance IT Analyst, Business Operations Analyst, Metrics Analyst, and Customer Service Professional. He holds a BBA in Business Administration from Sam Houston State University. Jamal's skills include active directory, database management, problem solving, and strategic business solutions.",African_American,Male,Jamal,Washington,Democratic,1,Yes
288,INFORMATION-TECHNOLOGY,"Meredith Murphy is an experienced Systems Analyst with expertise in systems applications, disaster recovery planning, and customer services. She has worked in various industries including government, maritime, forestry, and research and development. Meredith is skilled in MS SharePoint, MS Access, MS Office, Adobe Suite, and various operating systems. She has experience in customer support, system management, system administration, and web development. Meredith has received awards for her contributions to website support, SharePoint development, and database creation. She holds a Master of Science in Management and Organizational Leadership and a Bachelor of Science in Technology. Meredith is a team collaborator, innovator, problem solver, and self-starter.",White,Female,Meredith,Murphy,Republican,1,Yes
